MAL13P1.470_v7.1_P2/2	PF3D7_1372000	keep	NA	Plasmodium exported protein (PHISTa)%2C unknown function
PFI0615W_v7.1_P1/3	PF3D7_0912600	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.22_v7.1_P1/3	PF3D7_1304100	keep	LigI	DNA ligase I
PFD0685C_v7.1_P4/4	PF3D7_0414000	keep	SMC3	structural maintenance of chromosomes protein 3%2C putative
PFD0375W_v7.1_P4/4	PF3D7_0407600	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0179_v7.1_P5/11	PF3D7_1418100	keep	LISP1	liver specific protein 1%2C putative
MAL8P1.42_v7.1_P3/4	PF3D7_0823000	keep	VPS15	serine/threonine protein kinase VPS15%2C putative
MAL7P1.157A_v7.1_P2/2	PF3D7_0728900	keep	NA	RNA-binding protein%2C putative
MAL13P1.323_v7.1_P5/10	PF3D7_1364400	keep	NA	conserved Plasmodium protein%2C unknown function
PF10_0124_v7.1_P2/5	PF3D7_1012700	keep	NIF4	NLI interacting factor-like phosphatase%2C putative
PFF0015C_v7.1_P2/2	PF3D7_0600300	keep	RIF	rifin
PF13_0062_v7.1_P1/2	PF3D7_1311400	keep	AP1M1	AP-1 complex subunit mu-1
PFL0670C_v7.1_P2/3	PF3D7_1213800	keep	PRS	proline--tRNA ligase
PFC0725C_v7.1_P1/1	PF3D7_0316600	keep	FNT	formate-nitrite transporter
PFD1115C_v7.1_P5/5	PF3D7_0423600	keep	NA	conserved Plasmodium protein%2C unknown function
PFI0015C_v7.1_P2/2	PF3D7_0900300	keep	RIF	rifin
PFD0100C_v7.1_P7/7	PF3D7_0402200	keep	SURF4.1	surface-associated interspersed protein 4.1 (SURFIN 4.1)%2C pseudogene
PFF0315C_v7.1_P1/1	PF3D7_0606400	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0498_v7.1_P1/1	PF3D7_1452300	keep	DER1-1	DER1-like protein
PFL0760W_v7.1_P2/2	PF3D7_1215800	keep	NA	radial spoke head protein 9%2C putative
PFB0125C_v7.1_P2/4	PF3D7_0202600	keep	NA	nucleic acid binding protein%2C putative
PFF0845C_v7.1_P6/7	PF3D7_0617400	keep	VAR	erythrocyte membrane protein 1%2C PfEMP1
PFD0870W_v7.1_P3/3	PF3D7_0417900	keep	NA	conserved Plasmodium protein%2C unknown function
MAL8P1.48_v7.1_P1/1	PF3D7_0822300	keep	SNRPG	small nuclear ribonucleoprotein G%2C putative
PFE1315W_v7.1_P1/2	PF3D7_0526400	keep	NA	conserved Plasmodium protein%2C unknown function
PF11_0251_v7.1_P2/2	PF3D7_1124000	keep	ERO1	endoplasmic reticulum oxidoreductin%2C putative
PF13_0238_v7.1_P3/3	PF3D7_1343700	keep	Kelch13	kelch protein K13
PF14_0084_v7.1_P16/21	PF3D7_1408700	keep	NA	conserved protein%2C unknown function
PF07_0101_v7.1_P5/7	PF3D7_0723800	keep	NA	conserved Plasmodium protein%2C unknown function
PF13_0123_v7.1_P1/2	PF3D7_1321000	keep	NA	conserved Plasmodium protein%2C unknown function
PF13_0164_v7.1_P2/3	PF3D7_1330500	keep	NA	CTLH domain-containing protein%2C putative
PFB0235W_v7.1_P1/2	PF3D7_0205300	keep	NA	conserved Plasmodium protein%2C unknown function
PFC0895W_v7.1_P1/2	PF3D7_0320200	keep	NA	CPW-WPC family protein
PFI0760W_v7.1_P2/2	PF3D7_0915500	keep	NA	conserved Plasmodium protein%2C unknown function
PF07_0022_v7.1_P2/5	PF3D7_0705200	keep	NA	conserved Plasmodium protein%2C unknown function
MAL7P1.208_v7.1_P1/3	PF3D7_0707300	keep	RAMA	rhoptry-associated membrane antigen
PF11_0365_v7.1_P1/1	PF3D7_1135500	keep	NA	conserved protein%2C unknown function
PFF0145W_v7.1_P2/2	PF3D7_0603000	keep	NA	conserved Plasmodium protein%2C unknown function
PFB0895C_v7.1_P1/3	PF3D7_0219600	keep	RFC1	replication factor C subunit 1%2C putative
PF14_0654_v7.1_P6/6	PF3D7_1468600	keep	NA	aminophospholipid transporter%2C putative
PFI1475W_v7.1_P5/5	PF3D7_0930300	keep	MSP1	merozoite surface protein 1
(+)E1A_r60_n9	NA	keep	NA	NA
PFB0380C_v7.1_P6/6	PF3D7_0208400	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.288_v7.1_P1/1	PF3D7_1358700	keep	YOP1L	YOP1-like protein%2C putative
PF10_0018_v7.1_P1/3	PF3D7_1001400	keep	XL1	exported lipase 1
MAL13P1.390_v7.1_P2/3	PF3D7_1344000	keep	NA	aminomethyltransferase%2C putative
PF10_0312_v7.1_P2/2	PF3D7_1031800	keep	NA	conserved protein%2C unknown function
PFI0980W_v7.1_P2/2	PF3D7_0920000	keep	ELO3	long chain fatty acid elongation enzyme%2C putative
MAL13P1.222_v7.1_P2/5	PF3D7_1344900	keep	NA	conserved Plasmodium protein%2C unknown function
PFI0520W_v7.1_P2/2	PF3D7_0910700	keep	ALP5a	actin-like protein%2C putative
PFL2520W_v7.1_P4/9	PF3D7_1252400	keep	RH3	reticulocyte binding protein homologue 3%2C pseudogene
PF11_0456_v7.1_P4/5	PF3D7_1144400	keep	NA	conserved Plasmodium protein%2C unknown function
PFD0595W_v7.1_P3/3	PF3D7_0412000	keep	NA	LITAF-like zinc finger protein%2C putative
PFE0360C_v7.1_P2/3	PF3D7_0507300	keep	PIMMS2	subtilisin-like ookinete protein SOPT
PFL0360C_v7.1_P3/8	PF3D7_1207200	keep	NA	conserved Plasmodium protein%2C unknown function
PF10_0268_v7.1_P2/2	PF3D7_1027300	keep	nPrx	peroxiredoxin
PFC0590C_v7.1_P3/6	PF3D7_0314200	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.126_v7.1_P1/2	PF3D7_1322500	keep	DHHC5	palmitoyltransferase DHHC5
PFL0445W_v7.1_P2/5	PF3D7_1208900	keep	PPM11	protein phosphatase PPM11%2C putative
PFD0330W_v7.1_P2/3	PF3D7_0406700	keep	NA	conserved Plasmodium protein%2C unknown function
PFF0380W_v7.1_P2/8	PF3D7_0607700	keep	NA	conserved Plasmodium protein%2C unknown function
PF10_0261_v7.1_P1/2	PF3D7_1026400	keep	CDC20	cell division cycle protein 20 homolog%2C putative
(+)E1A_r60_a97	NA	keep	NA	NA
PFE0260W_v7.1_P1/2	PF3D7_0505300	keep	NA	UDP-N-acetylglucosamine transporter%2C putative
PFI1445W_v7.1_P1/4	PF3D7_0929400	keep	RhopH2	high molecular weight rhoptry protein 2
PFF0475W_v7.1_P4/4	PF3D7_0609600	keep	NA	conserved Plasmodium protein%2C unknown function
ETG10_236652	NA	keep	NA	NA
PFI0830C_v7.1_P2/6	PF3D7_0917000	keep	MOP	merozoite organizing protein
PF11_0238_v7.1_P1/1	PF3D7_1122700	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.43_v7.1_P2/2	PF3D7_1309000	keep	NA	conserved protein%2C unknown function
PFL0770W_v7.1_P1/2	PF3D7_1216000	keep	NA	serine--tRNA ligase%2C putative
PFF0150C_v7.1_P2/2	PF3D7_0603100	keep	NA	RNA-binding protein%2C putative
PFD0885C_v7.1_P2/3	PF3D7_0418300	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0137_v7.1_P1/2	PF3D7_1413900	keep	NA	DnaJ protein%2C putative
PF10_0020_v7.1_P2/3	PF3D7_1001600	keep	XL2	exported lipase 2
PFE1120W_v7.1_P10/27	PF3D7_0522400	keep	NA	conserved Plasmodium protein%2C unknown function
PF11_0078_v7.1_P2/3	PF3D7_1106700	keep	DNA2	DNA replication ATP-dependent helicase/nuclease DNA2%2C putative
PFB0560W_v7.1_P8/12	PF3D7_0212500	keep	NA	conserved Plasmodium protein%2C unknown function
PF08_0100_v7.1_P2/2	PF3D7_0809700	keep	RUVB1	RuvB-like helicase 1
PF14_0456_v7.1_P2/4	PF3D7_1448000	keep	UTP12	U3 small nucleolar RNA-associated protein 12%2C putative
PFF0860C_v7.1_P1/1	PF3D7_0617800	keep	H2A	histone H2A
PFC0556C_v7.1_P1/1	PF3D7_0313300	keep	NA	YGGT family protein%2C putative
PF10_0230_v7.1_P2/3	PF3D7_1023700	keep	NA	conserved Plasmodium protein%2C unknown function
PF10_0086_v7.1_P1/1	PF3D7_1008900	keep	AK1	adenylate kinase
MAL13P1.345_v7.1_P1/1	PF3D7_1368300	keep	NA	conserved Plasmodium protein%2C unknown function
PFF0535C_v7.1_P2/4	PF3D7_0610900	keep	SPT5	transcription elongation factor SPT5%2C putative
PF14_0547_v7.1_P7/9	PF3D7_1457400	keep	NA	conserved Plasmodium protein%2C unknown function
PFB0575C_v7.1_P1/2	PF3D7_0212700	keep	NA	SRR1-like protein
PF08_0082_v7.1_P1/2	PF3D7_0813100	keep	NA	conserved Plasmodium protein%2C unknown function
PFI1105W_v7.1_P1/2	PF3D7_0922500	keep	PGK	phosphoglycerate kinase
(+)E1A_r60_a97	NA	keep	NA	NA
PF10_0078_v7.1_P7/7	PF3D7_1008000	keep	HDA2	histone deacetylase 2
PF11_0207_v7.1_P3/4	PF3D7_1120000	keep	NA	conserved protein%2C unknown function
PF07_0019_v7.1_P2/4	PF3D7_0704800	keep	PPM12	protein phosphatase PPM12%2C putative
PFD0740W_v7.1_P1/4	PF3D7_0415300	keep	CRK3	cdc2-related protein kinase 3
PF11_0384_v7.1_P2/2	PF3D7_1137300	keep	NA	CLPTM1 domain-containing protein%2C putative
PFF0440W_v7.1_P1/3	PF3D7_0608900	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0664_v7.1_P9/10	PF3D7_1469600	keep	ACC	acetyl-CoA carboxylase
PF07_0067_v7.1_P1/4	PF3D7_0716100	keep	SDA1	protein SDA1%2C putative
PF14_0115_v7.1_P1/2	PF3D7_1411700	keep	NA	methyltransferase%2C putative
PF10_0031_v7.1_P3/3	PF3D7_1002700	keep	NA	conserved Plasmodium protein%2C unknown function
PF10_0265_v7.1_P2/6	PF3D7_1027000	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.380_v7.1_P2/22	PF3D7_1343800	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0029A_v7.1_P3/3	PF3D7_1402900	keep	NA	conserved Plasmodium protein%2C unknown function
PFL0225C_v7.1_P1/1	PF3D7_1204500	keep	NA	conserved protein%2C unknown function
PF14_0371_v7.1_P4/4	PF3D7_1439200	keep	NA	conserved Plasmodium protein%2C unknown function
PF07_0030_v7.1_P2/3	PF3D7_0708500	keep	NA	heat shock protein 86 family protein
PF14_0334_v7.1_P1/9	PF3D7_1435300	keep	NA	glutamate synthase [NADH]%2C putative
PF13_0004_v7.1_P1/1	PF3D7_1300400	keep	RIF	rifin
PFE0935C_v7.1_P5/6	PF3D7_0518700	keep	PUF1	mRNA-binding protein PUF1
PF14_0774_v7.1_P2/2	PF3D7_1420900	keep	NA	mannose-1-phosphate guanyltransferase%2C putative
PFE0195W_v7.1_P4/7	PF3D7_0504000	keep	ATPase3	cation transporting P-ATPase
PF13_0349_v7.1_P1/1	PF3D7_1366500	keep	NDK	nucleoside diphosphate kinase
PF14_0463_v7.1_P4/11	PF3D7_1448500	keep	NA	conserved Plasmodium protein%2C unknown function
PFL0610W_v7.1_P4/4	PF3D7_1212300	keep	NA	WD repeat-containing protein%2C putative
PF14_0427_v7.1_P2/2	PF3D7_1445000	keep	NA	conserved protein%2C unknown function
PFF0755C_v7.1_P3/8	PF3D7_0615600	keep	NA	zinc finger protein%2C putative
MAL7P1.6_v7.1_P1/1	PF3D7_0702000	keep	NA	Plasmodium exported protein (hyp12)%2C unknown function
MAL8P1.162_v7.1_P1/6NU	NA	drop	NA	NA
MAL13P1.176_v7.1_P10/10	PF3D7_1335300	keep	RH2b	reticulocyte binding protein 2 homologue b
PFE1525W_v7.1_P3/3	PF3D7_0530500	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PF14_0548_v7.1_P1/2	PF3D7_1457500	keep	VPS4	vacuolar protein sorting-associated protein 4
PFD0835C_v7.1_P2/3	PF3D7_0417300	keep	NA	LETM1-like protein%2C putative
PF11_0054_v7.1_P3/4	PF3D7_1104300	keep	NA	conserved Plasmodium protein%2C unknown function
MAL7P1.147_v7.1_P5/9	PF3D7_0726500	keep	NA	ubiquitin carboxyl-terminal hydrolase%2C putative
PFA0665W_v7.1_P2/9	PF3D7_0113800	keep	NA	DBL containing protein%2C unknown function
PFF0445W_v7.1_P3/18	PF3D7_0609000	keep	NA	nucleoporin NUP637%2C putative
PF10_0140_v7.1_P5/7	PF3D7_1014300	keep	NA	SPRY domain-containing protein%2C putative
PF14_0246_v7.1_P3/4	PF3D7_1426700	keep	PEPC	phosphoenolpyruvate carboxylase
MAL7P1.167_v7.1_P7/8	PF3D7_0730500	keep	NA	conserved Plasmodium protein%2C unknown function
PFB0870W_v7.1_P3/7	PF3D7_0218600	keep	NA	patatin-like phospholipase%2C putative
PF13_0088_v7.1_P2/2	PF3D7_1315800	keep	MYB1	transcription factor MYB1
PFL0315C_v7.1_P3/8	PF3D7_1206300	keep	NA	conserved Plasmodium protein%2C unknown function
PFF1475C_v7.1_P1/2	PF3D7_0630400	keep	NA	conserved Plasmodium protein%2C unknown function
PFB0972W_v7.1_P1/1	PF3D7_0221800	keep	NA	hypothetical protein
PFF1410C_v7.1_P2/2	PF3D7_0629100	keep	NAPRT	nicotinate phosphoribosyltransferase%2C putative
MAL13P1.39_v7.1_P14/18	PF3D7_1308400	keep	NA	conserved Plasmodium protein%2C unknown function
PF11_0266_v7.1_P1/1	PF3D7_1125500	keep	SNRPD1	small nuclear ribonucleoprotein Sm D1%2C putative
PF08_0116_v7.1_P2/2	PF3D7_0806100	keep	NA	conserved Plasmodium protein%2C unknown function
PFE0675C_v7.1_P2/4	PF3D7_0513600	keep	NA	deoxyribodipyrimidine photo-lyase%2C putative
PFD0165W_v7.1_P1/2	PF3D7_0403500	keep	NA	ubiquitin specific protease%2C putative
PFI0755C_v7.1_P4/4	PF3D7_0915400	keep	PFK9	ATP-dependent 6-phosphofructokinase
PFD1045C_v7.1_P5/12	PF3D7_0422200	keep	NA	erythrocyte membrane-associated antigen
MAL8P1.25_v7.1_P1/2	PF3D7_0825800	keep	NA	conserved protein%2C unknown function
PFI1590C_v7.1_P1/4	PF3D7_0932800	keep	CSE1	importin alpha re-exporter%2C putative
PF14_0228_v7.1_P5/5	PF3D7_1423700	keep	NA	conserved Plasmodium protein%2C unknown function
PFF0745C_v7.1_P4/8	PF3D7_0615400	keep	NA	ribonuclease%2C putative
PFI1580C_v7.1_P2/2	PF3D7_0932500	keep	DHHC6	palmitoyltransferase DHHC6%2C putative
MAL8P1.111_v7.1_P3/4	PF3D7_0809900	keep	JmjC1	JmjC domain-containing protein%2C putative
PF11_0392_v7.1_P2/8	PF3D7_1138000	keep	NA	conserved Plasmodium protein%2C unknown function
PFE0500C_v7.1_P6/8	PF3D7_0510100	keep	NA	conserved protein%2C unknown function
PF08_0128_v7.1_P1/2	PF3D7_0803000	keep	CYP81	peptidyl-prolyl cis-trans isomerase
PFC0320W_v7.1_P2/3	PF3D7_0307600	keep	NA	conserved Plasmodium protein%2C unknown function
PFF0370W_v7.1_P2/2	PF3D7_0607500	keep	COQ2	4-hydroxybenzoate polyprenyltransferase%2C putative
PF10_0144_v7.1_P1/1	PF3D7_1014700	keep	NA	prohibitin 2%2C putative
PFF1365C_v7.1_P15/29	PF3D7_0628100	keep	NA	HECT-domain (ubiquitin-transferase)%2C putative
MAL13P1.133_v7.1_P2/16	PF3D7_1324300	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PFE1045C_v7.1_P4/6	PF3D7_0520800	keep	NA	conserved protein%2C unknown function
PFF0570C_v7.1_P1/2	PF3D7_0611600	keep	BTP1	basal complex transmembrane protein 1
PF11_0486_v7.1_P2/6	PF3D7_1147800	keep	MAEBL	membrane associated erythrocyte binding-like protein
PFF0200C_v7.1_P6/6	PF3D7_0604100	keep	SIP2	AP2 domain transcription factor
PF11_0107_v7.1_P2/3	PF3D7_1110100	keep	NA	conserved Plasmodium protein%2C unknown function
PFF0847W_v7.1_P1/1	PF3D7_0617500	keep	RIF	rifin%2C pseudogene
MAL13P1.61_v7.1_P1/1	PF3D7_1301700	keep	CBP2	CX3CL1-binding protein 2
ETG07_105829	NA	keep	NA	NA
MAL8P1.49_v7.1_P1/4	PF3D7_0822200	keep	NA	phosphorylated CTD interacting factor 1 WW domain-containing protein%2C putative
PFL2060C_v7.1_P1/2	PF3D7_1242800	keep	rabGDI	rab specific GDP dissociation inhibitor
PF11_0227_v7.1_P2/2	PF3D7_1121900	keep	NA	serine/threonine protein kinase%2C putative
PFD0120W_v7.1_P1/1	PF3D7_0402500	keep	RIF	rifin%2C pseudogene
PFD0225W_v7.1_P11/12	PF3D7_0404600	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PF11_0322_v7.1_P2/2	PF3D7_1131200	keep	NA	conserved Plasmodium protein%2C unknown function
PF13_0013_v7.1_P2/2	PF3D7_1302600	keep	DOHH	deoxyhypusine hydroxylase
PFI0805W_v7.1_P1/8	PF3D7_0916400	keep	NA	conserved Plasmodium protein%2C unknown function
PFC0275W_v7.1_P1/2	PF3D7_0306400	keep	NA	FAD-dependent glycerol-3-phosphate dehydrogenase%2C putative
MAL8P1.34_v7.1_P1/4	PF3D7_0824200	keep	NA	conserved Plasmodium protein%2C unknown function
PFI1310W_v7.1_P1/3	PF3D7_0926700	keep	NADSYN	glutamine-dependent NAD(+) synthetase%2C putative
PFE0925C_v7.1_P4/4	PF3D7_0518500	keep	DDX23	ATP-dependent RNA helicase DDX23%2C putative
PF10_0179_v7.1_P6/6	PF3D7_1018600	keep	NA	tRNA wybutosine-synthesizing protein%2C putative
PFI0555C_v7.1_P4/4	PF3D7_0911400	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.119_v7.1_P1/3	PF3D7_1321600	keep	PDEgamma	phosphodiesterase gamma%2C putative
PFE0570W_v7.1_P22/29	PF3D7_0511500	keep	NA	RNA pseudouridylate synthase%2C putative
PFI0165C_v7.1_P5/8	PF3D7_0903400	keep	DDX60	ATP-dependent RNA helicase DDX60%2C putative
PFF0350W_v7.1_P2/2	PF3D7_0607100	keep	NA	MYND-type zinc finger protein%2C putative
PFI0260C_v7.1_P2/18	PF3D7_0905300	keep	NA	dynein heavy chain%2C putative
PF10_0376_v7.1_P2/2	PF3D7_1038600	keep	NA	Plasmodium exported protein%2C unknown function
PF11_0040_v7.1_P1/1	PF3D7_1102800	keep	ETRAMP11.2	early transcribed membrane protein 11.2
PFC10_API0021:tRNA_v6.4_P1/1	PF3D7_API03700	keep	NA	tRNA Glycine
PF14_0790_v7.1_P1/1	PF3D7_1447400	keep	NA	conserved Plasmodium protein%2C unknown function
PF08_0142_v7.1_P2/6	PF3D7_0800100	keep	VAR	erythrocyte membrane protein 1%2C PfEMP1
PF14_0248_v7.1_P1/1	PF3D7_1426900	keep	QCR6	cytochrome b-c1 complex subunit 6%2C putative
PFL0470W_v7.1_P3/3	PF3D7_1209400	keep	CIA1	cytosolic iron-sulfur protein assembly protein 1%2C putative
MAL13P1.122_v7.1_P1/8	PF3D7_1322100	keep	SET2	histone-lysine N-methyltransferase SET2
PF13_0284_v7.1_P2/2	PF3D7_1354100	keep	NA	conserved Plasmodium protein%2C unknown function
PFL2100W_v7.1_P1/2	PF3D7_1243700	keep	NA	ubiquitin-conjugating enzyme E2%2C putative
PF10_0151_v7.1_P3/3	PF3D7_1015400	keep	NA	conserved Plasmodium protein%2C unknown function
PFC0610C_v7.1_P3/4	PF3D7_0314700	keep	RNF1	RING finger protein RNF1
PF10_0171_v7.1_P3/3	PF3D7_1017600	keep	NA	conserved Plasmodium protein%2C unknown function
PFF0510W_v7.1_P1/1	PF3D7_0610400	keep	H3	histone H3
PF14_0581-A_v7.1_P1/1	PF3D7_1460900	keep	ARPS10	apicoplast ribosomal protein S10%2C putative
PFF1120C_v7.1_P1/1	PF3D7_0623300	keep	NA	EGF-like membrane protein%2C putative
PF11_0560_v7.1_P1/1	PF3D7_1144100	keep	NA	mitochondrial large subunit ribosomal protein%2C putative
PF11_0357_v7.1_P5/5	PF3D7_1134600	keep	NA	zinc finger protein%2C putative
MAL13P1.19_v7.1_P23/26	PF3D7_1303800	keep	NA	conserved Plasmodium protein%2C unknown function
PF11_0414_v7.1_P1/2	PF3D7_1140300	keep	NA	P-loop containing nucleoside triphosphate hydrolase%2C putative
PF14_0326_v7.1_P1/23	PF3D7_1434500	keep	NA	dynein-related AAA-type ATPase%2C putative
PF10_0099_v7.1_P1/6	PF3D7_1010200	keep	NA	DNA2/NAM7 helicase%2C putative
PF08_0113_v7.1_P2/3	PF3D7_0806800	keep	NA	V-type proton ATPase subunit a%2C putative
PF14_0179_v7.1_P11/11	PF3D7_1418100	keep	LISP1	liver specific protein 1%2C putative
PF07_0030_v7.1_P3/3	PF3D7_0708500	keep	NA	heat shock protein 86 family protein
PF10_0145_v7.1_P1/3	PF3D7_1014800	keep	NA	conserved Plasmodium protein%2C unknown function
PFF1375C-A_v7.1_P1/1	PF3D7_0628300	keep	CEPT	choline/ethanolaminephosphotransferase%2C putative
PFE0045C_v7.1_P2/2	PF3D7_0500900	keep	FIKK5	serine/threonine protein kinase%2C FIKK family
PF13_0089_v7.1_P2/5	PF3D7_1316100	keep	IPK2	inositol polyphosphate kinase%2C putative
PFE0570W_v7.1_P24/29	PF3D7_0511500	keep	NA	RNA pseudouridylate synthase%2C putative
PFF0690C_v7.1_P3/3	PF3D7_0614300	keep	MFR1	major facilitator superfamily-related transporter%2C putative
PF08_0090_v7.1_P2/4	PF3D7_0811700	keep	NA	conserved Plasmodium protein%2C unknown function
PFL1220W_v7.1_P1/1	PF3D7_1225300	keep	NA	conserved protein%2C unknown function
PF11_0014_v7.1_P1/1	PF3D7_1100800	keep	MC-2TM	Pfmc-2TM Maurer's cleft two transmembrane protein
PFL1930W_v7.1_P5/17	PF3D7_1239800	keep	NA	conserved Plasmodium protein%2C unknown function
PF08_0065_v7.1_P1/2	PF3D7_0816000	keep	RRB1	ribosome assembly protein RRB1%2C putative
PF14_0549_v7.1_P1/2	PF3D7_1457600	keep	NA	conserved Plasmodium protein%2C unknown function
PFE0440W_v7.1_P8/9	PF3D7_0508900	keep	NA	conserved Plasmodium protein%2C unknown function
PFB0340C_v7.1_P1/3	PF3D7_0207600	keep	SERA5	serine repeat antigen 5
ETG08_142674	NA	keep	NA	NA
PFA0310C_v7.1_P1/4	PF3D7_0106300	keep	ATP6	calcium-transporting ATPase
PF14_0395_v7.1_P1/2	PF3D7_1441600	keep	NA	acid cluster protein 33 homologue%2C putative
PFI1225W_v7.1_P1/1	PF3D7_0925000	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0470_v7.1_P1/4	PF3D7_1449400	keep	MUS81	crossover junction endonuclease MUS81%2C putative
RC11	NA	keep	NA	NA
PFE1120W_v7.1_P8/27	PF3D7_0522400	keep	NA	conserved Plasmodium protein%2C unknown function
PF07_0004_v7.1_P1/3	PF3D7_0701900	keep	NA	Plasmodium exported protein%2C unknown function
PFE0270C_v7.1_P1/4	PF3D7_0505500	keep	MSH6	DNA mismatch repair protein MSH6%2C putative
PF10_0143_v7.1_P2/8	PF3D7_1014600	keep	ADA2	transcriptional coactivator ADA2
PFI0020W_v7.1_P1/1NU	NA	drop	NA	NA
PF13_0233_v7.1_P1/3	PF3D7_1342600	keep	MyoA	myosin A
PF10_0291_v7.1_P1/2	PF3D7_1029800	keep	NA	heptatricopeptide repeat and RAP domain-containing protein%2C putative
PF10_0006_v7.1_P1/2	PF3D7_1000600	keep	RIF	rifin
PF14_0529_v7.1_P3/4	PF3D7_1455500	keep	NA	AP-1 complex subunit gamma%2C putative
PF13_0148_v7.1_P5/14	PF3D7_1326600	keep	NA	conserved Plasmodium protein%2C unknown function
PFI1485C_v7.1_P2/4	PF3D7_0930500	keep	DGK1	diacylglycerol kinase%2C putative
PF13_0148_v7.1_P10/14	PF3D7_1326600	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0179_v7.1_P7/11	PF3D7_1418100	keep	LISP1	liver specific protein 1%2C putative
PFE0845C_v7.1_P1/1	PF3D7_0516900	keep	RPL2	60S ribosomal protein L2
PF14_0419_v7.1_P9/21	PF3D7_1444100	keep	NA	conserved Plasmodium protein%2C unknown function
MAL13P1.298_v7.1_P6/6	PF3D7_1359900	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PF08_0124_v7.1_P2/3	PF3D7_0804000	keep	NA	cactin homolog%2C putative
MAL8P1.23_v7.1_P17/25	PF3D7_0826100	keep	HEUL	HECT-like E3 ubiquitin ligase%2C putative
PF10_0117_v7.1_P1/3	PF3D7_1012000	keep	NA	RING zinc finger protein%2C putative
PFL1730C_v7.1_P4/6	PF3D7_1235800	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0165_v7.1_P8/9	PF3D7_1416600	keep	NA	conserved Plasmodium protein%2C unknown function
PF14_0015_v7.1_P2/2	PF3D7_1401300	keep	EH2	epoxide hydrolase 2
MAL13P1.240_v7.1_P1/4	PF3D7_1348000	keep	NA	conserved Plasmodium protein%2C unknown function
PFC0210C_v7.1_P1/2	PF3D7_0304600	keep	CSP	circumsporozoite (CS) protein
PF14_0033_v7.1_P1/1	PF3D7_1403600	keep	Sel1	selenoprotein
PF11_0224_v7.1_P1/1	PF3D7_1121600	keep	EXP1	exported protein 1
MAL13P1.125_v7.1_P2/2	PF3D7_1322400	keep	NA	conserved Plasmodium protein%2C unknown function
PFI1445W_v7.1_P1/4	PF3D7_0929400	keep	RhopH2	high molecular weight rhoptry protein 2
PFI0905W_v7.1_P1/1	PF3D7_0918500	keep	TR	telomerase RNA
PF10_0183_v7.1_P1/7	PF3D7_1019000	keep	NA	eukaryotic translation initiation factor subunit eIF2A%2C putative
PFI1540W_v7.1_P3/3	PF3D7_0931700	keep	NA	PIH1 domain-containing protein%2C putative
PFL2310W_v7.1_P2/2	PF3D7_1248200	keep	RBM22	pre-mRNA-splicing factor RBM22%2C putative
PF07_0048_v7.1_P5/7	PF3D7_0711700	keep	VAR	erythrocyte membrane protein 1%2C PfEMP1
PFL1365W_v7.1_P3/3	PF3D7_1228200	keep	NA	conserved Plasmodium protein%2C unknown function
PFC0245C_v7.1_P10/12	PF3D7_0305500	keep	NA	conserved Plasmodium protein%2C unknown function
PF10_0183_v7.1_P5/7	PF3D7_1019000	keep	NA	eukaryotic translation initiation factor subunit eIF2A%2C putative
PFD1060W_v7.1_P3/9	PF3D7_0422500	keep	BRR2	pre-mRNA-splicing helicase BRR2%2C putative
MAL13P1.296_v7.1_P10/11	PF3D7_1359700	keep	NA	conserved Plasmodium protein%2C unknown function
PF10_0080_v7.1_P2/2	PF3D7_1008200	keep	NA	endonuclease%2C putative
PF14TR007_v7.1_P1/1	PF14TR007	keep	PF14TR007	PF14TR007
PFC0135C_v7.1_P1/4	PF3D7_0302900	keep	NA	exportin-1%2C putative
PF11_0305_v7.1_P1/2	PF3D7_1129400	keep	NOP2	rRNA (cytosine-C(5))-methyltransferase%2C putative
PFL1600C_v7.1_P7/9	PF3D7_1233200	keep	NA	conserved Plasmodium protein%2C unknown function
PFL0295C_v7.1_P1/4	PF3D7_1205900	keep	NA	conserved protein%2C unknown function
PF14_0530_v7.1_P6/6	PF3D7_1455600	keep	NA	ferlin%2C putative
PF14_0199_v7.1_P2/4	PF3D7_1420500	keep	NA	conserved Plasmodium membrane protein%2C unknown function
PF13_0104_v7.1_P1/3	PF3D7_1319000	keep	NA	conserved Plasmodium protein%2C unknown function
PFL1590C_v7.1_P1/3	PF3D7_1233000	keep	EF-G	elongation factor G
